"Incident_ID","Date","School","City","State","Summary","Targets"
"20180909CAGIG","2018-09-09","Gilroy High School","Gilroy","CA","Officer shot a vehicle driving recklessly on football field","Neither"
"20180907IAHED","2018-09-07","Herbert Hoover High School","Des Moines","IA","Shots fired in parking lot during football game, game canceled",""
"20180905RIPRP","2018-09-05","Providence Career and Technical Academy","Providence","RI","Shots during fight outside school","Both"
"20180903NYLUN","2018-09-03","Luisa Pineiro Fuentes School of Science and Discovery","New York","NY","Non-student killed during argument outside of school (closed for holiday)","Victims Targeted"
"20180831IANOE","2018-08-31","North Scott Junior High School","Eldridge","IA","Shooter was a student who attempted to shoot the teacher in class","Victims Targeted"
"20180831CABAS","2018-08-31","Balboa High School","San Francisco","CA","Accidental discharge in classroom, student with gun fled","Neither"
"20180830NCVIC","2018-08-30","Villa Heights Elementary School","Charlotte","NC","Woman shot at in parking lot by ex-boyfriend while dropping off child","Victims Targeted"
"20180830MIOTG","2018-08-30","Ottawa Hills High School","Grand Rapids","MI","Two non-student teens shot at during drive-by outside of school","Victims Targeted"
"20180829DETOD","2018-08-29","Towne Point Elementary School","Dover","DE","Adult male found shot dead outside of school, killed by school janitor","Victims Targeted"
"20180828COCOD","2018-08-28","Cole Middle School","Denver","CO","Shooting outside of school, school locked down",""
"20180824ILMEC","2018-08-24","Metro East Lutheran High School","Chicago","IL","Gang related shooting outside stadium gate prior to football game, 30-50 shots fired, game cancelled","Victims Targeted"
"20180824FLRAJ","2018-08-24","Raines High School","Jacksonville","FL","Two students from rival school and former student shot after football game","Both"
"20180823ALALM","2018-08-23","Alabama State University Stadium (high school game)","Montgomery","AL","Shots fired in walkway of stadium during high school football game",""
"20180817FLPAW","2018-08-17","Palm Beach Central High School","Wellington","FL","4 shots fired during fight at football game under bleachers","Victims Targeted"
"20180811TNANN","2018-08-11","Antioch High School","Nashville","TN","Parent shot football coach during fight with other parent","Both"
"20180809NJLAM","2018-08-09","Lakeside Middle School","Millville","NJ","Masked gunman shot football coach in school parking lot","Victims Targeted"
"20180804MDEDE","2018-08-04","Edgewood High School","Edgewood","MD","Man found dead in vehicle in school parking lot (GSW)",""
"20180803IALIO","2018-08-03","Liberty Elementary School","Ottumwa","IA","3 men involved with robbery fired shot at police in the school parking lot while class was in session","Random Shooting"
"20180719WAWEY","2018-07-19","West Valley Middle School","Yakima","WA","Man found dead from GSW in vehicle outside of school",""
"20180717WVHUH","2018-07-17","Hurricane High School","Hurricane","WV","Shot fired during argument behind the school","NA"
"20180711OHMIM","2018-07-11","Milkovich Middle School","Maple Heights","OH","Shots fired during large fight between teens",""
"20180703KSSUO","2018-07-03","Sunrise Point Elementary School","Overland","KS","Two construction contractors shot by coworker during argument at school","Victims Targeted"
"20180701TNRAM","2018-07-01","Raineshaven Elementary School","Memphis","TN","Victim shot in vehicle and crashed into school building",""
"20180625OHFUS","2018-06-25","Fulton Elementary School","Springfield","OH","Attempted robbery in school parking lot, gun jammed when shooter fired, victim ran over shooter with car","Victims Targeted"
"20180624MTSEM","2018-06-24","Sentinel High School","Missoula","MT","Two teens shot outside gym during open basketball practice; shooter fled; shooter and suspects had planned meeting just prior to shooting","Victims Targeted"
"20180621TXSKD","2018-06-21","Skyline High School","Dallas","TX","Victim shot while walking around track at school football field",""
"20180617ORGRP","2018-06-17","Grant High School","Portland","OR","Man found dead from GSW on the outdoor track",""
"20180615OHVAB","2018-06-15","Valley Elementary School","Beaver Creek","OH","Shot fired during domestic dispute on basketball court","Victims Targeted"
"20180601TXMCM","2018-06-01","McKinney North High School","McKinney","TX","Student commit suicide in classroom","Victims Targeted"
"20180525INNON","2018-05-25","Noblesville West Middle School","Noblesville","IN","Planned attack by student, stopped by teacher","Victims Targeted"
"20180521GABEG","2018-05-21","Beaverbrook Elementary School","Griffin","GA","Woman shot in school parking lot","Random Shooting"
"20180518TXSAS","2018-05-18","Santa Fe High School","Santa Fe","TX","Planned attack after bullying, 30 minute standoff with police before surrendering","Both"
"20180518GAMOA","2018-05-18","Mount Zion High School","Atlanta","GA","Shots fired during argument in school parking lot","Both"
"20180517MOCEK","2018-05-17","Central High School","Kansas City","MO","Shooting during fight at school graduation",""
"20180516ILDID","2018-05-16","Dixon High School","Dixon","IL","Shots fired during graduation rehearsal by shooter who was bullied","Random Shooting"
"20180511CAHIP","2018-05-11","Highland High School","Palmdale","CA","Shot fired into air during argument between students","Victims Targeted"
"20180505MIFOF","2018-05-05","Fowlerville High School","Fowlerville","MI","Off duty officers gun discharged at wrestling meet in school gym","Neither"
"20180503TNWAW","2018-05-03","Waynesboro Elementary School","Waynesboro","TN","Gun accidentally fired in the bathroom","Neither"
"20180503SDENW","2018-05-03","Enemy Swim Day School","Waubay","SD","School employee shot while walking around property, motive unknown",""
"20180425NMHIA","2018-04-25","Highland High School","Albuquerque","NM","Parent shot another parent during argument in pick-up line","Victims Targeted"
"20180423GABEA","2018-04-23","Benjamin E. Mays High School","Atlanta","GA","Shot fired into air during a verbal argument between male and female students","Victims Targeted"
"20180420FLFOO","2018-04-20","Forest High School","Ocala","FL","Planned attack on school by heavily armed shooter","Random Shooting"
"20180419MIJAJ","2018-04-19","Jackson High School","Jackson","MI","Two shots struck windows of occupied classroom","Neither"
"20180412MORAR","2018-04-12","Rayton South Middle School","Rayton","MO","Parent shot in parking lot","Victims Targeted"
"20180409NYGLG","2018-04-09","Gloversville Middle School","Gloversville","NY","Shooter chased victim around school with BB gun","Victims Targeted"
"20180329KYJOE","2018-03-29","John Hardin High School","Elizabethtown","KY","Father of student killed mother at home, attempted to enter school and take child, shot and killed by officers",""
"20180328MSEUE","2018-03-28","Eupora High School","Eupora","MS","Fired shots from dirt bike at high school building","Neither"
"20180320MDGRG","2018-03-20","Great Mills High School","Great Mills","MD","Shot girlfriend then self in school hallway after recent break-up","Both"
"20180319VADOP","2018-03-19","Douglass Park Elementary School","Portsmouth","VA","Adult shot outside of school picking up student","Random Shooting"
"20180316MTBIM","2018-03-16","Big Sky High School","Missoula","MT","SRO firing at student in vehicle in the parking lot","Victims Targeted"
"20180313VAGEA","2018-03-13","George Washington Middle School","Alexandria","VA","Accidental discharge while SRO was cleaning weapon","Neither"
"20180313CASES","2018-03-13","Seaside High School","Seaside","CA","Accidental discharge during teacher's gun safety demonstration","Random Shooting"
"20180309KYFRL","2018-03-09","Frederick Douglass High School","Lexington","KY","Student shot self in hand with firearm in classroom","Random Shooting"
"20180307ALHUB","2018-03-07","Huffman High School","Birmingham","AL","Accidental discharge while showing off gun","Random Shooting"
"20180305MOKIC","2018-03-05","Kingston High School","Cadet","MO","Student shot self in bathroom","Victims Targeted"
"20180228GADAD","2018-02-28","Dalton High School","Dalton","GA","Teacher with gun barricaded in classroom, surrendered to SRO after being talked down","Neither"
"20180226WAOAT","2018-02-26","Oakland High School","Tacoma","WA","Gun discharged in bathroom striking floor, students fled","Neither"
"20180220OHJAM","2018-02-20","Jackson Memorial Middle School","Massillon","OH","Planned attack, walked out of bathroom then immediately back in, shot himself in head","Victims Targeted"
"20180215FLNOC","2018-02-15","North Broward Preparatory School","Coconut Creek","FL","Officer accidentally fired while responding to a call at the school","Random Shooting"
"20180214FLMAP","2018-02-14","Marjory Stoneman Douglas High School","Parkland","FL","Planned attack by former student","Random Shooting"
"20180209TNPEN","2018-02-09","Peal-Cohn High School","Nashville","TN","Gang related shooting in parking lot","Victims Targeted"
"20180208NYTHN","2018-02-08","The Metropolitan High School","New York","NY","Single gun shot struck floor of classroom, student arrested",""
"20180205MNHAM","2018-02-05","Harmony Learning Center","Maplewood","MN","Student pulled trigger on gun in officer's holster","Neither"
"20180205MDOXO","2018-02-05","Oxon Hill High School","Oxon Hill","MD","Robbery in school parking lot","Victims Targeted"
"20180201CASAL","2018-02-01","Salvador B. Castro Middle School","Los Angeles","CA","Accidental Discharge Inside of Backpack; possible bullying","Random Shooting"
"20180131PALIP","2018-01-31","Lincoln High School","Philadelphia","PA","Fight in parking lot after basketball game","Random Shooting"
"20180126MIDED","2018-01-26","Dearborn High School","Dearborn","MI","Fight in the hallway between students resulted in shooting in the parking lot",""
"20180125ALMUM","2018-01-25","Murphy High School","Mobile","AL","Argument escalated","Victims Targeted"
"20180123KYMAB","2018-01-23","Marshall County High School","Benton","KY","Planned attack. Shooting was science experiment to see how people reacted; belief human life has no purpose. ","Random Shooting"
"20180122TXITI","2018-01-22","Italy High School","Italy","TX","Shot ex-girlfriend after break-up","Victims Targeted"
"20180122LANEN","2018-01-22","NET Charter High School","New Orleans","LA","Drive-by shooting in front of school","Victims Targeted"
"20180116VTMOM","2018-01-16","Montpelier High School","Montpelier","VT","Armed bank robber shot by officers outside of school","Victims Targeted"
"20180109AZCOS","2018-01-09","Coronado Elementary School","Sierra Vista","AZ","Suicide inside of school","Victims Targeted"
"20180105IAFOF","2018-01-05","Forest City School Bus","Forest City","IA","Shot occupied school bus with high-powered air rifle breaking window","Neither"
"20180104WANES","2018-01-04","New Start High School","Seattle","WA","Damage to school property","NA"
"20171231WAPIM","2017-12-31","Pinewood Elementary School","Marysville","WA","Two teens fired shots at school breaking windows","Neither"
"20171231LAEDA","2017-12-31","Edna Karr High School","Algiers","LA","Drive-by in parking lot outside of school during basketball game","Victims Targeted"
"20171227CALIL","2017-12-27","Lincoln Elementary School","Lancaster","CA","Attempted to stop domestic then fled scene","Victims Targeted"
"20171219MIBEB","2017-12-19","Beecher High School","Beecher","MI","Student shot in parking lot after basketball game","Victims Targeted"
"20171214TXELD","2017-12-14","Elisha M. Pease Elementary School","Dallas","TX","Gun in backpack of 3rd grader discharged","Neither"
"20171212TXSAP","2017-12-12","Sam Rayburn High School","Pasadena","TX","Accidental discharge in car striking both occupants","Random Shooting"
"20171211NCHIH","2017-12-11","High Point Central High School","High Point","NC","Gang-related shooting near cafeteria","Victims Targeted"
"20171209ILCHC","2017-12-09","Champaign Central High School","Champaign","IL","Shots fired during fight after basketball game","Both"
"20171207NMAZA","2017-12-07","Aztec High School","Aztec","NM","Planned mass shooting attack by former student","Random Shooting"
"20171130VASAV","2017-11-30","Salem High School","Virginia Beach","VA","Student commit suicide in school","Victims Targeted"
"20171129OHBAL","2017-11-29","Bath High School","Lima","OH","Gun discharged in man's pocket while at basketball referees' meeting","Neither"
"20171128CABOS","2017-11-28","Booksin Elementary School","San Jose","CA","Shot school security cameras","NA"
"20171123COMAD","2017-11-23","Manual High School","Denver","CO","Three gunman fired multiple shots at 3 victims inside of car in school parking lot",""
"20171117TNNOJ","2017-11-17","North Side High School","Jackson","TN","Shots fired in parking lot of school, school locked down, no injuries or suspect",""
"20171114FLLAM","2017-11-14","Lake Minneola High School","Minneola","FL","Suicide outside of school building","Victims Targeted"
"20171114CARAR","2017-11-14","Rancho Tehama Elementary School","Rancho Tehama Reserve","CA","Ongoing feud with neighbors on methamphetamine","Neither"
"20171110GALAM","2017-11-10","Lakeview Academy","Milledgeville","GA","Gun in backpack discharged when student got book out","Neither"
"20171109GABEC","2017-11-09","Benjamin Banneker High School","College Park","GA","Accidental discharge while showing off gun in classroom","Neither"
"20171103MIPAL","2017-11-03","Pattengill Academy","Lansing","MI","Accidental discharge handling gun in school parking lot","Neither"
"20171027NYPRU","2017-10-27","Proctor High School","Utica","NY","Shots fired a person in school parking lot, missed and struck occupied school bus","Victims Targeted"
"20171020OHSTT","2017-10-20","Start High School","Toledo","OH","Shots fired in parking lot during football game",""
"20171014NCKEK","2017-10-14","Kernersville Elementary School","Kernersville","NC","Shot fired by parent during struggle with police officer during youth football game","Victims Targeted"
"20171012NCCHC","2017-10-12","Charlotte School Bus","Charlotte","NC","Bus with students struck by shots fired during drug dispute","Random Shooting"
"20170930PAPUC","2017-09-30","Purchase Line Elementary School","Commodore","PA","Domestic, shot boyfriend in parking lot - claimed it was accidental","Victims Targeted"
"20170929MOLEL","2017-09-29","Lees Summit North High School","Lees Summit","MO","Female student shot herself inside the school","Victims Targeted"
"20170929CASUL","2017-09-29","Sun Valley High School","Los Angeles","CA","5 shot outside of school by BB fired from apartment building across the street",""
"20170928KYSOL","2017-09-28","Southern Middle School","Lexington","KY","Escalation of ongoing feud","null"
"20170920ILMAM","2017-09-20","Mattoon High School","Mattoon","IL","Shooting in school cafeteria","Both"
"20170913WAFRR","2017-09-13","Freeman High School","Rockford","WA","Bullied at school","Both"
"20170908OHCOC","2017-09-08","Columbus Scioto 6-12","Columbus","OH","Shooting by emotionally disturbed student","Neither"
"20170908ARNON","2017-09-08","North Little Rock High School","North Little Rock","AR","Teen shot in parking lot during football game","Victims Targeted"
"20170831CAARS","2017-08-31","Arroyo Valley High School","San Bernardino","CA","Shooting at football stadium following a fight inside","Victims Targeted"
"20170817GALIL","2017-08-17","Lithia Spring High","Lithia Springs","GA","Teacher attempted suicide inside school during school day","Victims Targeted"
"20170813NYHUH","2017-08-13","Hudson County School Bus","Hudson","NY","2 children shot on school bus","Both"
"20170801GABAV","2017-08-01","Bazemore-Hyder Stadium (Valdosta High School)","Valdosta","GA","Female students shot during high school football practice","Both"
"20170721UTSPS","2017-07-21","Spanish Fork High School","Spanish Fork","UT","Shots fired during shooting in school parking lot, killed himself when confronted by police","Victims Targeted"
"20170719WIHIM","2017-07-19","Hickman Academy Preparatory School","Milwaukee","WI","Shot multiple times inside the school gym during basketball game","Victims Targeted"
"20170622SCWIF","2017-06-22","Wilson High School","Florence","SC","Shot self in foot in car in parking lot","Neither"
"20170616ILWAC","2017-06-16","Warren Elementary School","Chicago","IL","Suspected gang attack on 2 former students; Victims were not the targets","Both"
"20170526OKMCT","2017-05-26","McLain High School","Tulsa","OK","Student shot another student during a football game inside the stadium","Victims Targeted"
"20170524NEMCO","2017-05-24","McMillan Middle School","Omaha","NE","Shot in chest in school parking lot during robbery","Victims Targeted"
"20170524ALGRG","2017-05-24","Greensboro High School","Greensboro","AL","Shot fired during argument outside of school","Victims Targeted"
"20170523TXKEK","2017-05-23","Kerbyville High School","Kirbyville","TX","Principal resigned and shot self in parking lot","Victims Targeted"
"20170515LAMOL","2017-05-15","Moss Bluff Elementary School","Lake Charles","LA","Accidental discharge when gun fell out of backpack","Neither"
"20170415ORMEP","2017-04-15","Menlo Park Elementary School","Portland","OR","Man shot and killed on the recreation field of the school","Victims Targeted"
"20170415OKBOT","2017-04-15","Booker T. Washington High School","Tulsa","OK","Man shot in parking lot following basketball game for unknown reason",""
"20170410CANOS","2017-04-10","North Park Elementary School","San Bernardino","CA","Killed teacher (estranged wife) and then shot self in school classroom, two student struck","Both"
"20170328PALIP","2017-03-28","Linton Middle School","Penn Hills","PA","Attempted robbery gone wrong","Victims Targeted"
"20170321CAKIK","2017-03-21","King City High School","King City","CA","Drive-by outside of school","Victims Targeted"
"20170316ALROM","2017-03-16","Robert E. Lee High School","Montgomery","AL","Student fired shot at targeted student leaving school, missed and struck female student","Both"
"20170218MNMAM","2017-02-18","Maplewood Middle School","Maplewood","MN","Estranged fiance kidnaps the mother of his child (victim), kills himself at the school's parking lot, no relation to school","Victims Targeted"
"20170206LASCB","2017-02-06","Scotlandville Magnet High School","Baton Rouge","LA","Shots fired (all missed) during argument","Neither"
"20170127SCSOA","2017-01-27","South Aiken High School","Aiken","SC","Fight outside basketball game (rival schools)","Both"
"20170127ILSCN","2017-01-27","Thomas G Scullen Middle School","Naperville","IL","Adult male fatally shot in the parking lot while picking up child","Victims Targeted"
"20170120OHWEW","2017-01-20","West Liberty-Salem High School","West Liberty","OH","Student snuck shotgun into school, prepared in bathroom, shot student who surprised him, then fired into two classrooms","Random Shooting"
"20170117FLFRE","2017-01-17","Franklin County Elementary School","Eastpoint","FL","Gun discharged in car while parent was picking child up","Neither"
"20170110ALALA","2017-01-10","Alexander City Middle School","Alexander City","AL","Student showing off gun, accidentally discharged","Neither"
"20170101DELAH","2017-01-01","Lake Forest South Elementary School","Harrington","DE","Fight broke out among teens playing football on school grounds",""
